Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
2000,12,15,5,1908,1720,2032,1839,DL,195,N828MH,144,139,118,113,108,ATL,DFW,732,15,11,0,NA,0,NA,NA,NA,NA,NA
2000,12,16,6,1743,1720,1913,1839,DL,195,N730DA,150,139,115,34,23,ATL,DFW,732,8,27,0,NA,0,NA,NA,NA,NA,NA
2000,12,17,7,1859,1720,2019,1839,DL,195,N1734D,140,139,107,100,99,ATL,DFW,732,7,26,0,NA,0,NA,NA,NA,NA,NA
2000,12,18,1,1732,1720,1857,1839,DL,195,N753DA,145,139,119,18,12,ATL,DFW,732,6,20,0,NA,0,NA,NA,NA,NA,NA
2000,12,19,2,1841,1720,2007,1839,DL,195,N1734D,146,139,110,88,81,ATL,DFW,732,8,28,0,NA,0,NA,NA,NA,NA,NA
2000,12,20,3,1727,1720,1848,1839,DL,195,N730DA,141,139,110,9,7,ATL,DFW,732,10,21,0,NA,0,NA,NA,NA,NA,NA
2000,12,21,4,1725,1720,1848,1839,DL,195,N1731D,143,139,114,9,5,ATL,DFW,732,9,20,0,NA,0,NA,NA,NA,NA,NA
2000,12,22,5,1730,1720,1851,1839,DL,195,N730DA,141,139,111,12,10,ATL,DFW,732,8,22,0,NA,0,NA,NA,NA,NA,NA
2000,12,26,2,1849,1720,1954,1839,DL,195,N728DA,125,139,106,75,89,ATL,DFW,732,6,13,0,NA,0,NA,NA,NA,NA,NA
2000,12,27,3,1737,1720,1904,1839,DL,195,N735D,147,139,110,25,17,ATL,DFW,732,9,28,0,NA,0,NA,NA,NA,NA,NA
2000,12,28,4,1752,1720,1902,1839,DL,195,N1734D,130,139,105,23,32,ATL,DFW,732,7,18,0,NA,0,NA,NA,NA,NA,NA
2000,12,29,5,1724,1720,1851,1839,DL,195,N730DA,147,139,117,12,4,ATL,DFW,732,6,24,0,NA,0,NA,NA,NA,NA,NA
2000,12,30,6,1950,1720,2120,1839,DL,195,N733DS,150,139,116,161,150,ATL,DFW,732,10,24,0,NA,0,NA,NA,NA,NA,NA
2000,12,31,7,1807,1720,1944,1839,DL,195,N764DA,157,139,112,65,47,ATL,DFW,732,25,20,0,NA,0,NA,NA,NA,NA,NA
2000,12,1,5,2146,2135,2252,2255,DL,227,N694DA,126,140,111,-3,11,ATL,DFW,732,4,11,0,NA,0,NA,NA,NA,NA,NA
2000,12,2,6,2257,2135,4,2255,DL,227,N644DL,127,140,111,69,82,ATL,DFW,732,4,12,0,NA,0,NA,NA,NA,NA,NA
2000,12,3,7,2140,2135,NA,2255,DL,227,N624DL,NA,140,NA,NA,5,ATL,DFW,732,0,17,0,NA,1,NA,NA,NA,NA,NA
2000,12,4,1,NA,2135,NA,2255,DL,227,N673DL,NA,140,NA,NA,NA,ATL,DFW,732,0,0,1,NA,0,NA,NA,NA,NA,NA
2000,12,5,2,2135,2135,2247,2255,DL,227,N651DL,132,140,109,-8,0,ATL,DFW,732,3,20,0,NA,0,NA,NA,NA,NA,NA
2000,12,6,3,2138,2135,2247,2255,DL,227,N673DL,129,140,102,-8,3,ATL,DFW,732,9,18,0,NA,0,NA,NA,NA,NA,NA
2000,12,7,4,2137,2135,2247,2255,DL,227,N651DL,130,140,108,-8,2,ATL,DFW,732,6,16,0,NA,0,NA,NA,NA,NA,NA
2000,12,8,5,2200,2135,2334,2255,DL,227,N653DL,154,140,111,39,25,ATL,DFW,732,5,38,0,NA,0,NA,NA,NA,NA,NA
2000,12,9,6,NA,2135,NA,2255,DL,227,N901DE,NA,140,NA,NA,NA,ATL,DFW,732,0,0,1,NA,0,NA,NA,NA,NA,NA
2000,12,10,7,2154,2135,2315,2255,DL,227,N673DL,141,140,111,20,19,ATL,DFW,732,5,25,0,NA,0,NA,NA,NA,NA,NA
2000,12,11,1,2211,2135,2338,2255,DL,227,N631DL,147,140,115,43,36,ATL,DFW,732,5,27,0,NA,0,NA,NA,NA,NA,NA
2000,12,12,2,NA,2135,NA,2255,DL,227,N698DL,NA,140,NA,NA,NA,ATL,DFW,732,0,0,1,NA,0,NA,NA,NA,NA,NA
2000,12,13,3,115,2135,243,2255,DL,227,N621DL,148,140,108,228,220,ATL,DFW,732,5,35,0,NA,0,NA,NA,NA,NA,NA
2000,12,14,4,2252,2135,16,2255,DL,227,N690DL,144,140,110,81,77,ATL,DFW,732,5,29,0,NA,0,NA,NA,NA,NA,NA
2000,12,15,5,46,2135,202,2255,DL,227,N652DL,136,140,114,187,191,ATL,DFW,732,3,19,0,NA,0,NA,NA,NA,NA,NA
2000,12,16,6,2257,2135,13,2255,DL,227,N670DN,136,140,111,78,82,ATL,DFW,732,6,19,0,NA,0,NA,NA,NA,NA,NA
2000,12,17,7,2209,2135,2330,2255,DL,227,N684DA,141,140,112,35,34,ATL,DFW,732,6,23,0,NA,0,NA,NA,NA,NA,NA
2000,12,18,1,2136,2135,2302,2255,DL,227,N672DL,146,140,125,7,1,ATL,DFW,732,8,13,0,NA,0,NA,NA,NA,NA,NA
2000,12,19,2,2213,2135,2322,2255,DL,227,N684DA,129,140,112,27,38,ATL,DFW,732,4,13,0,NA,0,NA,NA,NA,NA,NA
2000,12,20,3,2159,2135,2334,2255,DL,227,N689DL,155,140,119,39,24,ATL,DFW,732,5,31,0,NA,0,NA,NA,NA,NA,NA
2000,12,21,4,2223,2135,2343,2255,DL,227,N612DL,140,140,111,48,48,ATL,DFW,732,6,23,0,NA,0,NA,NA,NA,NA,NA
2000,12,22,5,2212,2135,2338,2255,DL,227,N614DL,146,140,116,43,37,ATL,DFW,732,4,26,0,NA,0,NA,NA,NA,NA,NA
2000,12,23,6,2202,2135,2308,2255,DL,227,N673DL,126,140,108,13,27,ATL,DFW,732,4,14,0,NA,0,NA,NA,NA,NA,NA
2000,12,24,7,2137,2135,2251,2255,DL,227,N6709,134,140,114,-4,2,ATL,DFW,732,7,13,0,NA,0,NA,NA,NA,NA,NA
2000,12,25,1,2208,2135,2322,2255,DL,227,N608DA,134,140,110,27,33,ATL,DFW,732,9,15,0,NA,0,NA,NA,NA,NA,NA
2000,12,26,2,2146,2135,2253,2255,DL,227,N674DL,127,140,106,-2,11,ATL,DFW,732,8,13,0,NA,0,NA,NA,NA,NA,NA
2000,12,27,3,2213,2135,2357,2255,DL,227,N109DL,164,140,128,62,38,ATL,DFW,732,9,27,0,NA,0,NA,NA,NA,NA,NA
2000,12,28,4,2153,2135,2307,2255,DL,227,N6704Z,134,140,116,12,18,ATL,DFW,732,5,13,0,NA,0,NA,NA,NA,NA,NA
2000,12,29,5,2206,2135,2326,2255,DL,227,N621DL,140,140,120,31,31,ATL,DFW,732,6,14,0,NA,0,NA,NA,NA,NA,NA
2000,12,30,6,2145,2135,2307,2255,DL,227,N669DN,142,140,116,12,10,ATL,DFW,732,6,20,0,NA,0,NA,NA,NA,NA,NA
2000,12,31,7,2319,2135,26,2255,DL,227,N622DL,127,140,112,91,104,ATL,DFW,732,7,8,0,NA,0,NA,NA,NA,NA,NA
2000,12,1,5,1518,1505,1642,1621,DL,237,N6710E,144,136,115,21,13,ATL,DFW,732,20,9,0,NA,0,NA,NA,NA,NA,NA
2000,12,3,7,1507,1505,1625,1621,DL,237,N652DL,138,136,117,4,2,ATL,DFW,732,8,13,0,NA,0,NA,NA,NA,NA,NA
2000,12,4,1,1506,1505,1622,1621,DL,237,N640DL,136,136,108,1,1,ATL,DFW,732,5,23,0,NA,0,NA,NA,NA,NA,NA
2000,12,5,2,1517,1505,1637,1621,DL,237,N6711M,140,136,117,16,12,ATL,DFW,732,11,12,0,NA,0,NA,NA,NA,NA,NA
2000,12,6,3,1503,1505,1618,1621,DL,237,N655DL,135,136,110,-3,-2,ATL,DFW,732,9,16,0,NA,0,NA,NA,NA,NA,NA
2000,12,7,4,1517,1505,1634,1621,DL,237,N644DL,137,136,113,13,12,ATL,DFW,732,7,17,0,NA,0,NA,NA,NA,NA,NA
2000,12,8,5,1523,1505,1649,1621,DL,237,N650DL,146,136,115,28,18,ATL,DFW,732,7,24,0,NA,0,NA,NA,NA,NA,NA
2000,12,10,7,1526,1505,1640,1621,DL,237,N631DL,134,136,114,19,21,ATL,DFW,732,7,13,0,NA,0,NA,NA,NA,NA,NA
2000,12,11,1,1513,1505,1649,1621,DL,237,N682DA,156,136,120,28,8,ATL,DFW,732,17,19,0,NA,0,NA,NA,NA,NA,NA
2000,12,12,2,NA,1505,NA,1621,DL,237,N680DA,NA,136,NA,NA,NA,ATL,DFW,732,0,0,1,NA,0,NA,NA,NA,NA,NA
2000,12,13,3,1518,1505,1634,1621,DL,237,N638DL,136,136,115,13,13,ATL,DFW,732,8,13,0,NA,0,NA,NA,NA,NA,NA
2000,12,14,4,1528,1505,1647,1621,DL,237,N6704Z,139,136,113,26,23,ATL,DFW,732,10,16,0,NA,0,NA,NA,NA,NA,NA
2000,12,15,5,1539,1505,1653,1621,DL,237,N616DL,134,136,116,32,34,ATL,DFW,732,7,11,0,NA,0,NA,NA,NA,NA,NA
2000,12,18,1,1523,1505,1650,1621,DL,237,N688DL,147,136,124,29,18,ATL,DFW,732,8,15,0,NA,0,NA,NA,NA,NA,NA
2000,12,19,2,1550,1505,1658,1621,DL,237,N668DN,128,136,104,37,45,ATL,DFW,732,5,19,0,NA,0,NA,NA,NA,NA,NA
2000,12,20,3,1531,1505,1645,1621,DL,237,N670DN,134,136,115,24,26,ATL,DFW,732,6,13,0,NA,0,NA,NA,NA,NA,NA
2000,12,21,4,NA,1505,NA,1621,DL,237,N662DN,NA,136,NA,NA,NA,ATL,DFW,732,0,0,1,NA,0,NA,NA,NA,NA,NA
2000,12,22,5,1646,1505,1804,1621,DL,237,N615DL,138,136,116,103,101,ATL,DFW,732,6,16,0,NA,0,NA,NA,NA,NA,NA
2000,12,25,1,NA,1505,NA,1621,DL,237,N693DL,NA,136,NA,NA,NA,ATL,DFW,732,0,0,1,NA,0,NA,NA,NA,NA,NA
2000,12,26,2,1505,1505,1651,1621,DL,237,N670DN,166,136,112,30,0,ATL,DFW,732,7,47,0,NA,0,NA,NA,NA,NA,NA
2000,12,27,3,1532,1505,1718,1621,DL,237,N659DL,166,136,132,57,27,ATL,DFW,732,12,22,0,NA,0,NA,NA,NA,NA,NA
2000,12,28,4,1523,1505,1642,1621,DL,237,N635DL,139,136,112,21,18,ATL,DFW,732,10,17,0,NA,0,NA,NA,NA,NA,NA
2000,12,29,5,1516,1505,1647,1621,DL,237,N650DL,151,136,126,26,11,ATL,DFW,732,10,15,0,NA,0,NA,NA,NA,NA,NA
2000,12,31,7,NA,1505,NA,1621,DL,237,N669DN,NA,136,NA,NA,NA,ATL,DFW,732,0,0,1,NA,0,NA,NA,NA,NA,NA
2000,12,1,5,NA,820,NA,946,DL,321,N956DL,NA,146,NA,NA,NA,ATL,DFW,732,0,0,1,NA,0,NA,NA,NA,NA,NA
2000,12,2,6,824,820,951,946,DL,321,N930DL,147,146,120,5,4,ATL,DFW,732,14,13,0,NA,0,NA,NA,NA,NA,NA
2000,12,3,7,NA,820,NA,946,DL,321,N967DL,NA,146,NA,NA,NA,ATL,DFW,732,0,0,1,NA,0,NA,NA,NA,NA,NA
2000,12,4,1,832,820,1022,946,DL,321,N950DL,170,146,103,36,12,ATL,DFW,732,6,61,0,NA,0,NA,NA,NA,NA,NA
2000,12,5,2,820,820,943,946,DL,321,N934DL,143,146,118,-3,0,ATL,DFW,732,6,19,0,NA,0,NA,NA,NA,NA,NA
2000,12,6,3,815,820,959,946,DL,321,N910DL,164,146,123,13,-5,ATL,DFW,732,18,23,0,NA,0,NA,NA,NA,NA,NA
2000,12,7,4,814,820,940,946,DL,321,N900DE,146,146,107,-6,-6,ATL,DFW,732,19,20,0,NA,0,NA,NA,NA,NA,NA
2000,12,8,5,NA,820,NA,946,DL,321,N975DL,NA,146,NA,NA,NA,ATL,DFW,732,0,0,1,NA,0,NA,NA,NA,NA,NA
2000,12,9,6,815,820,935,946,DL,321,N921DL,140,146,125,-11,-5,ATL,DFW,732,5,10,0,NA,0,NA,NA,NA,NA,NA
2000,12,10,7,NA,820,NA,946,DL,321,N507DA,NA,146,NA,NA,NA,ATL,DFW,732,0,0,1,NA,0,NA,NA,NA,NA,NA
2000,12,11,1,820,820,949,946,DL,321,N981DL,149,146,126,3,0,ATL,DFW,732,10,13,0,NA,0,NA,NA,NA,NA,NA
2000,12,12,2,815,820,945,946,DL,321,N927DA,150,146,113,-1,-5,ATL,DFW,732,13,24,0,NA,0,NA,NA,NA,NA,NA
2000,12,13,3,951,820,1105,946,DL,321,N934DL,134,146,118,79,91,ATL,DFW,732,9,7,0,NA,0,NA,NA,NA,NA,NA
2000,12,14,4,826,820,957,946,DL,321,N953DL,151,146,113,11,6,ATL,DFW,732,8,30,0,NA,0,NA,NA,NA,NA,NA
2000,12,15,5,822,820,958,946,DL,321,N989DL,156,146,127,12,2,ATL,DFW,732,5,24,0,NA,0,NA,NA,NA,NA,NA
2000,12,16,6,846,820,1026,946,DL,321,N998DL,160,146,123,40,26,ATL,DFW,732,10,27,0,NA,0,NA,NA,NA,NA,NA
2000,12,17,7,NA,820,NA,946,DL,321,N903DL,NA,146,NA,NA,NA,ATL,DFW,732,0,0,1,NA,0,NA,NA,NA,NA,NA
2000,12,18,1,827,820,958,946,DL,321,N963DL,151,146,116,12,7,ATL,DFW,732,9,26,0,NA,0,NA,NA,NA,NA,NA
2000,12,19,2,NA,820,NA,946,DL,321,N978DL,NA,146,NA,NA,NA,ATL,DFW,732,0,0,1,NA,0,NA,NA,NA,NA,NA
2000,12,20,3,831,820,955,946,DL,321,N939DL,144,146,116,9,11,ATL,DFW,732,6,22,0,NA,0,NA,NA,NA,NA,NA
2000,12,21,4,856,820,1025,946,DL,321,N908DL,149,146,128,39,36,ATL,DFW,732,7,14,0,NA,0,NA,NA,NA,NA,NA
2000,12,22,5,840,820,1008,946,DL,321,N908DE,148,146,118,22,20,ATL,DFW,732,9,21,0,NA,0,NA,NA,NA,NA,NA
2000,12,23,6,903,820,1032,946,DL,321,N926DL,149,146,115,46,43,ATL,DFW,732,19,15,0,NA,0,NA,NA,NA,NA,NA
2000,12,24,7,858,820,1016,946,DL,321,N902DL,138,146,111,30,38,ATL,DFW,732,10,17,0,NA,0,NA,NA,NA,NA,NA
2000,12,26,2,824,820,934,946,DL,321,N919DL,130,146,108,-12,4,ATL,DFW,732,10,12,0,NA,0,NA,NA,NA,NA,NA
2000,12,27,3,825,820,953,946,DL,321,N917DE,148,146,118,7,5,ATL,DFW,732,9,21,0,NA,0,NA,NA,NA,NA,NA
2000,12,28,4,935,820,1052,946,DL,321,N990DL,137,146,113,66,75,ATL,DFW,732,8,16,0,NA,0,NA,NA,NA,NA,NA
2000,12,29,5,820,820,1023,946,DL,321,N919DL,183,146,120,37,0,ATL,DFW,732,11,52,0,NA,0,NA,NA,NA,NA,NA
2000,12,30,6,NA,820,NA,946,DL,321,N908DE,NA,146,NA,NA,NA,ATL,DFW,732,0,0,1,NA,0,NA,NA,NA,NA,NA
2000,12,31,7,NA,820,NA,946,DL,321,N964DL,NA,146,NA,NA,NA,ATL,DFW,732,0,0,1,NA,0,NA,NA,NA,NA,NA
2000,12,1,5,NA,1725,NA,1846,DL,355,N221DL,NA,141,NA,NA,NA,ATL,DFW,732,0,0,1,NA,0,NA,NA,NA,NA,NA
2000,12,2,6,1727,1725,1902,1846,DL,355,N223DZ,155,141,122,16,2,ATL,DFW,732,12,21,0,NA,0,NA,NA,NA,NA,NA
2000,12,3,7,1742,1725,1858,1846,DL,355,N221DL,136,141,108,12,17,ATL,DFW,732,8,20,0,NA,0,NA,NA,NA,NA,NA
2000,12,4,1,1723,1725,1830,1846,DL,355,N242DL,127,141,108,-16,-2,ATL,DFW,732,7,12,0,NA,0,NA,NA,NA,NA,NA
2000,12,5,2,NA,1725,NA,1846,DL,355,N105DA,NA,141,NA,NA,NA,ATL,DFW,732,0,0,1,NA,0,NA,NA,NA,NA,NA
2000,12,6,3,NA,1725,NA,1846,DL,355,N241DL,NA,141,NA,NA,NA,ATL,DFW,732,0,0,1,NA,0,NA,NA,NA,NA,NA
2000,12,7,4,1720,1725,1836,1846,DL,355,N225DL,136,141,115,-10,-5,ATL,DFW,732,6,15,0,NA,0,NA,NA,NA,NA,NA
2000,12,8,5,1727,1725,1842,1846,DL,355,N224DA,135,141,114,-4,2,ATL,DFW,732,7,14,0,NA,0,NA,NA,NA,NA,NA
2000,12,9,6,1727,1725,1859,1846,DL,355,N225DL,152,141,132,13,2,ATL,DFW,732,6,14,0,NA,0,NA,NA,NA,NA,NA
2000,12,10,7,1754,1725,1918,1846,DL,355,N232DZ,144,141,117,32,29,ATL,DFW,732,11,16,0,NA,0,NA,NA,NA,NA,NA
2000,12,11,1,1729,1725,1903,1846,DL,355,N224DA,154,141,121,17,4,ATL,DFW,732,8,25,0,NA,0,NA,NA,NA,NA,NA
2000,12,12,2,1745,1725,1905,1846,DL,355,N224DA,140,141,108,19,20,ATL,DFW,732,10,22,0,NA,0,NA,NA,NA,NA,NA
2000,12,13,3,NA,1725,NA,1846,DL,355,N223DZ,NA,141,NA,NA,NA,ATL,DFW,732,0,0,1,NA,0,NA,NA,NA,NA,NA
2000,12,14,4,1731,1725,1846,1846,DL,355,N225DL,135,141,116,0,6,ATL,DFW,732,6,13,0,NA,0,NA,NA,NA,NA,NA
2000,12,15,5,1828,1725,2009,1846,DL,355,N223DZ,161,141,134,83,63,ATL,DFW,732,12,15,0,NA,0,NA,NA,NA,NA,NA
2000,12,16,6,1806,1725,1945,1846,DL,355,N232DZ,159,141,124,59,41,ATL,DFW,732,14,21,0,NA,0,NA,NA,NA,NA,NA
2000,12,17,7,1814,1725,1949,1846,DL,355,N232DZ,155,141,114,63,49,ATL,DFW,732,16,25,0,NA,0,NA,NA,NA,NA,NA
2000,12,18,1,1725,1725,1855,1846,DL,355,N223DZ,150,141,127,9,0,ATL,DFW,732,7,16,0,NA,0,NA,NA,NA,NA,NA
2000,12,19,2,1927,1725,2052,1846,DL,355,N232DZ,145,141,116,126,122,ATL,DFW,732,8,21,0,NA,0,NA,NA,NA,NA,NA
2000,12,20,3,1741,1725,1859,1846,DL,355,N232DZ,138,141,115,13,16,ATL,DFW,732,8,15,0,NA,0,NA,NA,NA,NA,NA
2000,12,21,4,1731,1725,2018,1846,DL,355,N223DZ,227,141,123,92,6,ATL,DFW,732,27,77,0,NA,0,NA,NA,NA,NA,NA
2000,12,22,5,1748,1725,1916,1846,DL,355,N231DN,148,141,112,30,23,ATL,DFW,732,6,30,0,NA,0,NA,NA,NA,NA,NA
2000,12,23,6,1741,1725,1857,1846,DL,355,N241DL,136,141,112,11,16,ATL,DFW,732,7,17,0,NA,0,NA,NA,NA,NA,NA
2000,12,25,1,NA,1725,NA,1846,DL,355,N242DL,NA,141,NA,NA,NA,ATL,DFW,732,0,0,1,NA,0,NA,NA,NA,NA,NA
2000,12,26,2,1749,1725,1903,1846,DL,355,N231DN,134,141,117,17,24,ATL,DFW,732,5,12,0,NA,0,NA,NA,NA,NA,NA
2000,12,27,3,1730,1725,1901,1846,DL,355,N222DZ,151,141,126,15,5,ATL,DFW,732,9,16,0,NA,0,NA,NA,NA,NA,NA
2000,12,28,4,1739,1725,1854,1846,DL,355,N231DN,135,141,114,8,14,ATL,DFW,732,9,12,0,NA,0,NA,NA,NA,NA,NA
2000,12,29,5,1726,1725,1857,1846,DL,355,N221DL,151,141,130,11,1,ATL,DFW,732,6,15,0,NA,0,NA,NA,NA,NA,NA
2000,12,30,6,1805,1725,1947,1846,DL,355,N232DZ,162,141,121,61,40,ATL,DFW,732,13,28,0,NA,0,NA,NA,NA,NA,NA
2000,12,31,7,1751,1725,1923,1846,DL,355,N242DL,152,141,120,37,26,ATL,DFW,732,12,20,0,NA,0,NA,NA,NA,NA,NA
2000,12,1,5,1028,1030,1158,1200,DL,431,N235WA,150,150,119,-2,-2,ATL,DFW,732,16,15,0,NA,0,NA,NA,NA,NA,NA
2000,12,2,6,1025,1030,1155,1200,DL,431,N377DL,150,150,127,-5,-5,ATL,DFW,732,14,9,0,NA,0,NA,NA,NA,NA,NA
2000,12,3,7,1026,1030,1154,1200,DL,431,N367DL,148,150,115,-6,-4,ATL,DFW,732,14,19,0,NA,0,NA,NA,NA,NA,NA
2000,12,4,1,1032,1030,1144,1200,DL,431,N379DL,132,150,108,-16,2,ATL,DFW,732,5,19,0,NA,0,NA,NA,NA,NA,NA
2000,12,5,2,1036,1030,1154,1200,DL,431,N245WA,138,150,116,-6,6,ATL,DFW,732,5,17,0,NA,0,NA,NA,NA,NA,NA
2000,12,6,3,1020,1030,1157,1200,DL,431,N373DL,157,150,125,-3,-10,ATL,DFW,732,12,20,0,NA,0,NA,NA,NA,NA,NA
2000,12,7,4,1030,1030,1153,1200,DL,431,N377DL,143,150,109,-7,0,ATL,DFW,732,13,21,0,NA,0,NA,NA,NA,NA,NA
2000,12,8,5,1050,1030,1208,1200,DL,431,N2817W,138,150,114,8,20,ATL,DFW,732,8,16,0,NA,0,NA,NA,NA,NA,NA
2000,12,9,6,1026,1030,1202,1200,DL,431,N380DL,156,150,131,2,-4,ATL,DFW,732,13,12,0,NA,0,NA,NA,NA,NA,NA
2000,12,10,7,1039,1030,1205,1200,DL,431,N373DL,146,150,121,5,9,ATL,DFW,732,7,18,0,NA,0,NA,NA,NA,NA,NA
2000,12,11,1,NA,1030,NA,1200,DL,431,N245WA,NA,150,NA,NA,NA,ATL,DFW,732,0,0,1,NA,0,NA,NA,NA,NA,NA
2000,12,12,2,1128,1030,1243,1200,DL,431,N235WA,135,150,117,43,58,ATL,DFW,732,7,11,0,NA,0,NA,NA,NA,NA,NA
2000,12,13,3,1036,1030,1218,1200,DL,431,N377DL,162,150,128,18,6,ATL,DFW,732,23,11,0,NA,0,NA,NA,NA,NA,NA
2000,12,14,4,1033,1030,1200,1200,DL,431,N377DL,147,150,114,0,3,ATL,DFW,732,13,20,0,NA,0,NA,NA,NA,NA,NA
2000,12,15,5,1032,1030,1219,1200,DL,431,N379DL,167,150,137,19,2,ATL,DFW,732,12,18,0,NA,0,NA,NA,NA,NA,NA
2000,12,16,6,NA,1030,NA,1200,DL,431,N235WA,NA,150,NA,NA,NA,ATL,DFW,732,0,0,1,NA,0,NA,NA,NA,NA,NA
2000,12,17,7,NA,1030,NA,1200,DL,431,N245WA,NA,150,NA,NA,NA,ATL,DFW,732,0,0,1,NA,0,NA,NA,NA,NA,NA
2000,12,18,1,1033,1030,1201,1200,DL,431,N367DL,148,150,123,1,3,ATL,DFW,732,10,15,0,NA,0,NA,NA,NA,NA,NA
2000,12,19,2,1032,1030,1239,1200,DL,431,N377DL,187,150,111,39,2,ATL,DFW,732,6,70,0,NA,0,NA,NA,NA,NA,NA
2000,12,20,3,1047,1030,1211,1200,DL,431,N373DL,144,150,112,11,17,ATL,DFW,732,11,21,0,NA,0,NA,NA,NA,NA,NA
2000,12,21,4,NA,1030,NA,1200,DL,431,N379DL,NA,150,NA,NA,NA,ATL,DFW,732,0,0,1,NA,0,NA,NA,NA,NA,NA
2000,12,22,5,1041,1030,1206,1200,DL,431,N369DL,145,150,119,6,11,ATL,DFW,732,5,21,0,NA,0,NA,NA,NA,NA,NA
2000,12,23,6,NA,1030,NA,1200,DL,431,N367DL,NA,150,NA,NA,NA,ATL,DFW,732,0,0,1,NA,0,NA,NA,NA,NA,NA
2000,12,25,1,1035,1030,1159,1200,DL,431,N237WA,144,150,117,-1,5,ATL,DFW,732,9,18,0,NA,0,NA,NA,NA,NA,NA
2000,12,26,2,1031,1030,1148,1200,DL,431,N377DL,137,150,115,-12,1,ATL,DFW,732,10,12,0,NA,0,NA,NA,NA,NA,NA
2000,12,27,3,1051,1030,1211,1200,DL,431,N367DL,140,150,121,11,21,ATL,DFW,732,10,9,0,NA,0,NA,NA,NA,NA,NA
2000,12,28,4,1033,1030,1213,1200,DL,431,N373DL,160,150,130,13,3,ATL,DFW,732,8,22,0,NA,0,NA,NA,NA,NA,NA
2000,12,29,5,NA,1030,NA,1200,DL,431,N379DL,NA,150,NA,NA,NA,ATL,DFW,732,0,0,1,NA,0,NA,NA,NA,NA,NA
2000,12,30,6,1036,1030,1207,1200,DL,431,N323DL,151,150,128,7,6,ATL,DFW,732,6,17,0,NA,0,NA,NA,NA,NA,NA
2000,12,31,7,1045,1030,1208,1200,DL,431,N235WA,143,150,118,8,15,ATL,DFW,732,6,19,0,NA,0,NA,NA,NA,NA,NA
2000,12,1,5,1341,1330,1504,1454,DL,467,N116DL,143,144,113,10,11,ATL,DFW,732,10,20,0,NA,0,NA,NA,NA,NA,NA
2000,12,2,6,1333,1330,1458,1454,DL,467,N119DL,145,144,118,4,3,ATL,DFW,732,17,10,0,NA,0,NA,NA,NA,NA,NA
2000,12,3,7,1406,1330,1518,1454,DL,467,N129DL,132,144,114,24,36,ATL,DFW,732,5,13,0,NA,0,NA,NA,NA,NA,NA
2000,12,4,1,1351,1330,1504,1454,DL,467,N130DL,133,144,114,10,21,ATL,DFW,732,6,13,0,NA,0,NA,NA,NA,NA,NA
2000,12,5,2,1346,1330,1509,1454,DL,467,N135DL,143,144,120,15,16,ATL,DFW,732,8,15,0,NA,0,NA,NA,NA,NA,NA
2000,12,6,3,1339,1330,1508,1454,DL,467,N129DL,149,144,112,14,9,ATL,DFW,732,22,15,0,NA,0,NA,NA,NA,NA,NA
2000,12,7,4,NA,1330,NA,1454,DL,467,N173DZ,NA,144,NA,NA,NA,ATL,DFW,732,0,0,1,NA,0,NA,NA,NA,NA,NA
2000,12,8,5,1334,1330,1456,1454,DL,467,N174DZ,142,144,109,2,4,ATL,DFW,732,18,15,0,NA,0,NA,NA,NA,NA,NA
2000,12,9,6,1351,1330,1523,1454,DL,467,N121DE,152,144,127,29,21,ATL,DFW,732,5,20,0,NA,0,NA,NA,NA,NA,NA
2000,12,10,7,1349,1330,1520,1454,DL,467,N124DE,151,144,118,26,19,ATL,DFW,732,5,28,0,NA,0,NA,NA,NA,NA,NA
2000,12,11,1,1333,1330,1459,1454,DL,467,N116DL,146,144,121,5,3,ATL,DFW,732,9,16,0,NA,0,NA,NA,NA,NA,NA
2000,12,12,2,1334,1330,1454,1454,DL,467,N135DL,140,144,112,0,4,ATL,DFW,732,10,18,0,NA,0,NA,NA,NA,NA,NA
2000,12,13,3,1336,1330,1504,1454,DL,467,N117DL,148,144,118,10,6,ATL,DFW,732,11,19,0,NA,0,NA,NA,NA,NA,NA
2000,12,14,4,1340,1330,1459,1454,DL,467,N138DL,139,144,114,5,10,ATL,DFW,732,8,17,0,NA,0,NA,NA,NA,NA,NA
2000,12,15,5,1345,1330,1523,1454,DL,467,N120DL,158,144,131,29,15,ATL,DFW,732,4,23,0,NA,0,NA,NA,NA,NA,NA
2000,12,16,6,1337,1330,1503,1454,DL,467,N126DL,146,144,121,9,7,ATL,DFW,732,9,16,0,NA,0,NA,NA,NA,NA,NA
2000,12,17,7,NA,1330,NA,1454,DL,467,N176DZ,NA,144,NA,NA,NA,ATL,DFW,732,0,0,1,NA,0,NA,NA,NA,NA,NA
2000,12,18,1,1342,1330,1506,1454,DL,467,N1402A,144,144,119,12,12,ATL,DFW,732,11,14,0,NA,0,NA,NA,NA,NA,NA
2000,12,19,2,1352,1330,1509,1454,DL,467,N172DZ,137,144,100,15,22,ATL,DFW,732,15,22,0,NA,0,NA,NA,NA,NA,NA
